character;glyph_id;x_offset;y_offset;x_advance;y_advance;cursor_x;cursor_y
 ;1623;0.000000;0.000000;9.093750;0.000000;4794.140625;0.000000
b;372;0.000000;0.000000;21.531250;0.000000;4803.234375;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;4824.765625;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;4846.390625;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;4859.031250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;4868.125000;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;4887.765625;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;4896.796875;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;4913.562500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;4934.734375;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;4943.828125;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;4956.468750;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;4978.093750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;4997.828125;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;5006.921875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5015.953125;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;5035.687500;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;5055.328125;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5076.859375;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5085.953125;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5094.984375;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5116.609375;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;5129.250000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5150.421875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5159.515625;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;5179.250000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5188.281250;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;5208.015625;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5224.812500;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;5237.453125;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;5251.906250;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5273.078125;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5294.703125;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;5303.734375;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5320.531250;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5329.625000;0.000000
y;2616;0.000000;0.000000;17.843750;0.000000;5342.265625;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;5360.109375;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5381.640625;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;5401.375000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5418.140625;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5437.875000;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5450.515625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5463.156250;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5472.187500;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;5493.812500;0.000000
,;452;0.000000;0.000000;9.375000;0.000000;5515.343750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5524.718750;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;5533.812500;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5548.265625;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;5568.000000;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;5600.718750;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5620.359375;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5629.390625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5651.015625;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5660.046875;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;5681.671875;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5703.203125;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5712.296875;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;5732.031250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;5748.796875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;5765.562500;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5785.296875;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;5806.921875;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;5819.562500;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;5828.593750;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;5848.234375;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;5857.265625;0.000000
y;2616;0.000000;0.000000;17.843750;0.000000;5866.296875;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;5884.140625;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;5893.234375;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5914.859375;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;5936.484375;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;5953.281250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;5974.906250;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;5994.546875;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;6016.171875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6037.703125;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;6057.437500;0.000000
.;1322;0.000000;0.000000;9.375000;0.000000;6078.968750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6088.343750;0.000000
I;148;0.000000;0.000000;11.859375;0.000000;6097.437500;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;6109.296875;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6121.937500;0.000000
w;2579;0.000000;0.000000;27.515625;0.000000;6131.031250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;6158.546875;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;6178.187500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6194.953125;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;6204.046875;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;6225.578125;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;6246.750000;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;6268.281250;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;6289.906250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;6298.937500;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;6318.578125;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;6333.031250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;6342.062500;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6358.828125;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;6378.562500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6400.093750;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;6409.187500;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;6418.218750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6439.843750;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;6448.937500;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;6461.578125;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6483.203125;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6502.937500;0.000000
1;1287;0.000000;0.000000;20.015625;0.000000;6512.031250;0.000000
9;1218;0.000000;0.000000;20.015625;0.000000;6532.046875;0.000000
6;1596;0.000000;0.000000;20.015625;0.000000;6552.062500;0.000000
0;2645;0.000000;0.000000;20.015625;0.000000;6572.078125;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;6592.093750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6608.859375;0.000000
w;2579;0.000000;0.000000;27.515625;0.000000;6617.953125;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;6645.468750;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;6654.500000;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;6667.140625;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6688.765625;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;6697.859375;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;6710.500000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6732.125000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6751.859375;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;6760.953125;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6775.406250;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;6795.140625;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6804.171875;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;6823.906250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;6843.546875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6860.312500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6880.046875;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;6889.140625;0.000000
f;684;0.000000;0.000000;12.046875;0.000000;6910.312500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;6922.359375;0.000000
L;174;0.000000;0.000000;18.343750;0.000000;6931.453125;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;6949.796875;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;6969.531250;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;6982.171875;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;6996.625000;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7016.265625;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7033.031250;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;7052.765625;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7065.406250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7074.500000;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;7091.265625;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7112.890625;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7132.625000;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;7152.359375;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7165.000000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7181.765625;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;7190.859375;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;7207.656250;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;7228.828125;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;7250.453125;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;7263.093750;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;7282.734375;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;7291.765625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;7313.390625;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;7322.421875;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;7344.046875;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7365.578125;0.000000
L;174;0.000000;0.000000;18.343750;0.000000;7374.671875;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;7393.015625;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;7414.187500;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7428.640625;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;7448.375000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7481.093750;0.000000
I;148;0.000000;0.000000;11.859375;0.000000;7490.187500;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;7502.046875;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7523.578125;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;7540.343750;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;7561.968750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7594.687500;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;7603.781250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;7625.312500;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7644.953125;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7661.718750;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;7678.484375;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;7698.125000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7719.656250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;7739.390625;0.000000
,;452;0.000000;0.000000;9.375000;0.000000;7756.156250;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7765.531250;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;7774.625000;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;7794.265625;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;7815.890625;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7837.421875;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;7846.515625;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;7879.234375;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;7900.406250;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7914.859375;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;7934.593750;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;7943.687500;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7958.140625;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;7977.875000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;7994.671875;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;8014.406250;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;8036.031250;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;8048.671875;0.000000
y;2616;0.000000;0.000000;17.843750;0.000000;8057.703125;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8075.546875;0.000000
w;2579;0.000000;0.000000;27.515625;0.000000;8084.640625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;8112.156250;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;8121.187500;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;8133.828125;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8155.453125;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;8164.546875;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;8186.078125;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;8205.812500;0.000000
k;866;0.000000;0.000000;18.687500;0.000000;8222.578125;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;8241.265625;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;8253.906250;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;8275.078125;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8296.609375;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;8305.703125;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;8327.234375;0.000000
b;372;0.000000;0.000000;21.531250;0.000000;8348.859375;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;8370.390625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;8379.421875;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;8388.453125;0.000000
h;764;0.000000;0.000000;21.625000;0.000000;8405.218750;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;8426.843750;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;8435.875000;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;8457.500000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8479.031250;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;8488.125000;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;8504.890625;0.000000
f;684;0.000000;0.000000;12.046875;0.000000;8526.062500;0.000000
t;1739;0.000000;0.000000;12.640625;0.000000;8538.109375;0.000000
w;2579;0.000000;0.000000;27.515625;0.000000;8550.750000;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;8578.265625;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;8597.906250;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;8612.359375;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8632.093750;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;8641.187500;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;8650.218750;0.000000
k;866;0.000000;0.000000;18.687500;0.000000;8659.250000;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;8677.937500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8697.671875;0.000000
A;1;0.000000;0.000000;22.359375;0.000000;8706.765625;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;8729.125000;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;8738.156250;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;8759.687500;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;8781.312500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8798.078125;0.000000
P;215;0.000000;0.000000;21.171875;0.000000;8807.171875;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;8828.343750;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;8847.984375;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;8869.515625;0.000000
M;183;0.000000;0.000000;31.750000;0.000000;8889.250000;0.000000
a;317;0.000000;0.000000;19.640625;0.000000;8921.000000;0.000000
k;866;0.000000;0.000000;18.687500;0.000000;8940.640625;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;8959.328125;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;8979.062500;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;8993.515625;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;9002.609375;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;9011.640625;0.000000
c;415;0.000000;0.000000;16.796875;0.000000;9033.265625;0.000000
l;878;0.000000;0.000000;9.031250;0.000000;9050.062500;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;9059.093750;0.000000
d;475;0.000000;0.000000;21.531250;0.000000;9080.718750;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;9102.250000;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;9111.281250;0.000000
g;711;0.000000;0.000000;21.531250;0.000000;9132.906250;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;9154.437500;0.000000
v;2556;0.000000;0.000000;17.781250;0.000000;9163.531250;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;9181.312500;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;9201.046875;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;9215.500000;0.000000
i;777;0.000000;0.000000;9.031250;0.000000;9232.265625;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;9241.296875;0.000000
n;1187;0.000000;0.000000;21.625000;0.000000;9262.468750;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;9284.093750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;9300.859375;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;9309.953125;0.000000
f;684;0.000000;0.000000;12.046875;0.000000;9331.125000;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;9343.171875;0.000000
L;174;0.000000;0.000000;18.343750;0.000000;9352.265625;0.000000
o;1274;0.000000;0.000000;21.171875;0.000000;9370.609375;0.000000
r;1393;0.000000;0.000000;14.453125;0.000000;9391.781250;0.000000
e;611;0.000000;0.000000;19.734375;0.000000;9406.234375;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;9425.968750;0.000000
 ;1623;0.000000;0.000000;9.093750;0.000000;9458.687500;0.000000
I;148;0.000000;0.000000;11.859375;0.000000;9467.781250;0.000000
p;1298;0.000000;0.000000;21.531250;0.000000;9479.640625;0.000000
s;1553;0.000000;0.000000;16.765625;0.000000;9501.171875;0.000000
u;1842;0.000000;0.000000;21.625000;0.000000;9517.937500;0.000000
m;1118;0.000000;0.000000;32.718750;0.000000;9539.562500;0.000000
.;1322;0.000000;0.000000;9.375000;0.000000;9572.281250;0.000000
